,X,Y,Confidence
90,2500996.367531235,2408556.4692949965,0.34297627210617065
91,2500950.4590238817,2408592.2608253397,0.3228814899921417
92,2500993.503234313,2408555.0282371407,0.3164803683757782
93,2500998.883026242,2408578.4796437626,0.30833807587623596
94,2500994.1060662125,2408545.321347442,0.2633568048477173
95,2501082.8225178947,2408549.4300237377,0.5849696397781372
96,2499067.5757804895,2408466.1023686584,0.47551780939102173
97,2499021.4281971115,2408448.3055741526,0.4095325767993927
98,2499063.8294809447,2408465.9260992636,0.38571175932884216
99,2499037.4333586884,2408472.4567162697,0.38152286410331726
100,2498994.5040289024,2408448.4972173804,0.3037183880805969
101,2499197.2042986476,2408455.3413443114,0.614896297454834
102,2499163.260476967,2408474.1526567764,0.5116994380950928
103,2499166.365067547,2408460.3386217053,0.42556068301200867
104,2499118.807613232,2408465.8832786162,0.38654688000679016
105,2499137.2685960885,2408477.882154918,0.27548399567604065
106,2499217.239443327,2408445.266658262,0.48289334774017334
107,2499213.565735889,2408459.217481691,0.2976764738559723
108,2499417.5953868036,2408453.8978253505,0.3356611430644989
109,2499687.205601636,2408534.892674039,0.5724373459815979
110,2500239.019577805,2408495.5713132126,0.2581121623516083
111,2500639.962695606,2408447.8132497533,0.505060613155365
112,2500638.86973234,2408464.7983058672,0.25838544964790344
113,2499779.1177274003,2408370.561688824,0.3823702335357666
114,2499779.5610105633,2408370.2990675797,0.2901574373245239
115,2499918.023992145,2408430.263549244,0.7438341975212097
116,2500216.585867263,2408346.8918252005,0.541069507598877
117,2499566.1713921237,2408298.06997,0.4052758514881134
118,2499581.0544318277,2408276.4293167046,0.25516244769096375
119,2499809.520115553,2408267.620504328,0.6047456860542297
120,2499800.334644263,2408278.9027791354,0.4058016836643219
121,2499802.1104318085,2408309.1070353976,0.2752626836299896
122,2500083.477381033,2408269.5673483764,0.8358500599861145
123,2500089.851886614,2408261.2953863787,0.8294598460197449
124,2500085.75288679,2408231.4912470435,0.7380368113517761
125,2500077.6971039795,2408232.4159766496,0.6676373481750488
126,2500088.1330597666,2408248.6784884427,0.5346345901489258
127,2500086.898831644,2408294.5039221896,0.5268261432647705
128,2500080.218407776,2408249.4431105573,0.39239537715911865
129,2500090.054218855,2408275.2461258327,0.31752195954322815
130,2500216.332496157,2408285.8176902942,0.7100066542625427
131,2500209.0026077745,2408232.182287926,0.7061902284622192
132,2500210.6303059026,2408307.1501789796,0.4781832993030548
133,2500211.3341206317,2408250.443094431,0.467317134141922
134,2500206.8922051974,2408277.171549868,0.3926906883716583
135,2500221.0492527722,2408305.384381196,0.36697113513946533
136,2500200.8623149064,2408232.3780717533,0.3487424850463867
137,2500650.001529295,2408252.5926082334,0.257556289434433
138,2500909.6060659187,2408223.953327444,0.3845372796058655
139,2501089.1932018185,2408271.481881536,0.3628681004047394
140,2499789.814446491,2408204.4287732802,0.509148895740509
141,2499793.312671797,2408170.017521667,0.4586828351020813
142,2499931.775265803,2408155.886062158,0.6558943390846252
143,2499930.60831435,2408185.6584525895,0.4748806357383728
144,2499925.744266077,2408150.0857022274,0.45634445548057556
145,2500065.1232891115,2408140.7817555284,0.46413639187812805
146,2500069.29028908,2408171.637465053,0.36683404445648193
147,2500203.478301814,2408193.8727982403,0.6788986921310425
148,2500189.3026473788,2408152.9805368786,0.6223030686378479
149,2500198.048732255,2408213.2912289496,0.4136858880519867
150,2500196.611853757,2408152.171104562,0.3892928957939148
151,2500206.4223424206,2408214.6769123413,0.3264350891113281
152,2500197.613499361,2408213.7414537533,0.27180740237236023
153,2500298.9190703034,2408148.307182274,0.25953438878059387
154,2499324.279711622,2408063.8304817346,0.30780699849128723
155,2499543.8648209213,2408020.411075488,0.28352510929107666
156,2499770.2669954896,2408065.030696866,0.7280662655830383
157,2499775.689033162,2408043.7214239608,0.6635076403617859
158,2499764.495587459,2408024.919329336,0.4293350875377655
159,2499770.745063565,2408010.0366965863,0.33281028270721436
160,2499910.1035483214,2408039.5670395796,0.2521549463272095
161,2500053.1536489315,2408053.5351747195,0.6949803233146667
162,2500059.425946783,2408099.7363719186,0.6225747466087341
163,2500055.558684885,2408070.9774860977,0.41429635882377625
164,2500050.990143649,2408036.6543441513,0.2748953700065613
165,2500180.83709943,2408089.231484191,0.46167275309562683
166,2500432.79849936,2408010.775402811,0.3327407240867615
167,2500503.680613378,2408018.76779359,0.2755785286426544
168,2500811.8354503387,2408096.2768904488,0.4771984815597534
169,2500970.403710832,2408090.953230775,0.31676891446113586
170,2501051.8119803853,2408101.1010797983,0.6306818127632141
171,2499329.1055441303,2407937.5171498326,0.41051265597343445
172,2499462.819564792,2407920.6698833136,0.4975750744342804
173,2499597.8555187113,2407992.0563220405,0.3004723787307739
174,2499766.0266436045,2407975.7498010355,0.6948822736740112
175,2499759.79947086,2407932.0409129392,0.5151786804199219
176,2499908.1057800655,2407986.136658258,0.2853271961212158
177,2500043.6559596364,2407984.5355155193,0.3453431725502014
178,2500053.8708188706,2407994.697732294,0.32152801752090454
179,2500169.8870932073,2407949.9518549265,0.4498130679130554
180,2500800.9130782587,2407963.134264459,0.6201876997947693
181,2500794.114846742,2407950.548960396,0.3155437707901001
182,2500934.3613867606,2407893.797443532,0.6074081659317017
183,2500939.2120442954,2407937.9869948453,0.5092592239379883
184,2500925.347637312,2407894.620143854,0.3018454611301422
185,2500942.4458729774,2407994.208183502,0.5862648487091064
186,2499542.6834032075,2407873.053559491,0.46157121658325195
187,2499735.646612106,2407819.10319056,0.5176658630371094
188,2499737.620579988,2407857.815897778,0.2674558162689209
189,2499785.2473069867,2407806.4467405314,0.5327181816101074
190,2499750.233250322,2407857.5980027607,0.4329071044921875
191,2499897.9163554823,2407825.5164238284,0.6083434820175171
192,2499884.2540142816,2407853.5720996996,0.38593387603759766
193,2500530.134087138,2407876.851931436,0.29045453667640686
194,2500785.962413067,2407883.0271819658,0.4174780249595642
195,2500776.8867936293,2407854.4851374407,0.35888925194740295
196,2500931.0509741437,2407860.195179331,0.504439115524292
197,2499012.762860387,2407718.4375659204,0.43888017535209656
198,2499383.011509814,2407691.09951216,0.26473408937454224
199,2499728.511189794,2407708.2312268903,0.5711643695831299
200,2499729.530203631,2407776.9852148206,0.5408880114555359
201,2499717.3643274517,2407690.261851418,0.4892481565475464
202,2501119.039822672,2407741.3731998177,0.315856397151947
203,2501075.8745594537,2407728.7325176573,0.26499173045158386
204,2499045.396797568,2407575.9231723407,0.28880369663238525
205,2499716.2674173736,2407597.5810404536,0.7532838582992554
206,2499705.899963156,2407586.3506103465,0.38749441504478455
207,2500757.5527256187,2407614.605157731,0.3582908809185028
208,2499311.245222749,2409370.7930230075,0.299343466758728
209,2499542.594301186,2409332.079340391,0.3643222153186798
210,2499547.8696802408,2409377.799569964,0.3104168772697449
211,2499736.5630217553,2409307.1756297606,0.3087671995162964
212,2499948.9120319365,2409342.1834951066,0.4236755073070526
213,2499956.8829833237,2409341.5604672874,0.4020678997039795
214,2500172.6033136314,2409397.2228142815,0.7856892943382263
215,2500167.8156177574,2409365.142939067,0.6959874033927917
216,2500157.6508332943,2409334.223744655,0.6677722930908203
217,2500162.13526416,2409330.749465063,0.5267606377601624
218,2500167.4916045335,2409397.2177935624,0.40717384219169617
219,2500315.1126832617,2409404.8810405857,0.6830248832702637
220,2500491.882242867,2409325.3903276855,0.40837907791137695
221,2500488.8636940755,2409301.998278271,0.37995800375938416
222,2500530.2221701588,2409376.1365281683,0.7508708238601685
223,2500578.9813317712,2409363.9902762347,0.33694833517074585
224,2500645.5374493795,2409334.3805965106,0.6401143670082092
225,2500668.065253594,2409365.852667554,0.43915674090385437
226,2500640.5384666524,2409354.1850908976,0.27426594495773315
227,2500649.1941737374,2409376.119746144,0.25686347484588623
228,2500646.9683172256,2409374.509505068,0.2546939253807068
229,2499522.106517429,2409198.191236906,0.5640024542808533
230,2499504.549128388,2409216.4058379373,0.5583213567733765
231,2499521.0375515535,2409207.523605818,0.2907981872558594
232,2499523.5685366667,2409207.022276745,0.2766765058040619
233,2499541.3914569994,2409209.658869757,0.6719353199005127
234,2499939.3578082765,2409203.474034805,0.2783641517162323
235,2500152.2179596536,2409267.062711928,0.8080815672874451
236,2500141.2968213554,2409198.8000019426,0.7736902236938477
237,2500147.189075467,2409235.4489787635,0.3800542652606964
238,2500142.4462414715,2409238.4655767577,0.32248327136039734
239,2500359.153810874,2409245.631313943,0.7377394437789917
240,2500356.893108084,2409228.4838378034,0.36616796255111694
241,2500352.3535252064,2409292.8675617278,0.2969326078891754
242,2500474.620677382,2409247.7962500257,0.7643073797225952
243,2500470.6372655286,2409217.8300943896,0.6718013882637024
244,2500485.7706144913,2409286.9582688226,0.4133795499801636
245,2500498.6510573938,2409266.008299517,0.3238978087902069
246,2500474.5396482376,2409247.6212531705,0.2896098494529724
247,2500485.5679964134,2409288.150701759,0.2736052870750427
248,2500692.1875213273,2409256.114914886,0.6693618893623352
249,2500645.877963635,2409246.5446359063,0.4693860709667206
250,2500748.111535161,2409228.3518553833,0.6096794009208679
251,2500791.5341227567,2409230.831848463,0.3941008448600769
252,2500765.087347596,2409252.139638891,0.3139982521533966
253,2500777.987049777,2409295.69364773,0.29183393716812134
254,2500770.0385390185,2409243.1683031353,0.2895021140575409
255,2500961.0352263316,2409211.568138348,0.2602382302284241
256,2501152.190813192,2409204.4964463883,0.6514745354652405
