                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 2.0634,                   1.51,                0.86947,                0.35044,                0.27869,                0.23426,                0.06157,                  2.653,                 2.8104,                0.93178,              0.0011627,              0.0011627,              0.0011627
                    150,                 2.3018,                 1.7247,                0.92246,                0.59637,                0.29508,                0.36444,                0.10493,                 2.5895,                 2.4656,                0.92923,              0.0011571,              0.0011571,              0.0011571
                    151,                 2.0244,                 1.8265,                0.85965,                0.70011,                0.32787,                0.38967,                0.13621,                 2.5997,                 2.3145,                0.93943,              0.0011514,              0.0011514,              0.0011514
                    152,                 2.0252,                 1.6612,                0.90618,                 0.5596,                0.36066,                0.36079,                0.11315,                 2.7009,                 2.7298,                0.95432,              0.0011458,              0.0011458,              0.0011458
                    153,                 1.9439,                  1.653,                0.88324,                0.62351,                0.39344,                0.42564,                0.13263,                 2.5994,                 2.9017,                0.93403,              0.0011401,              0.0011401,              0.0011401
                    154,                 2.1277,                 1.8011,                0.89425,                0.63487,                0.36066,                0.40081,                0.13913,                 2.5333,                 2.7914,                0.92607,              0.0011345,              0.0011345,              0.0011345
                    155,                 1.9766,                 1.4476,                0.89445,                0.63471,                0.29508,                0.34386,                0.10866,                 2.6723,                 2.9104,                0.93068,              0.0011288,              0.0011288,              0.0011288
                    156,                 2.1084,                 1.6071,                0.87096,                0.41065,                0.29508,                 0.2933,                0.09727,                 2.6669,                   2.65,                0.92952,              0.0011231,              0.0011231,              0.0011231
                    157,                 2.1295,                 1.7307,                0.91456,                  0.613,                0.29508,                0.35282,                0.12037,                 2.6662,                 2.7869,                0.93383,              0.0011175,              0.0011175,              0.0011175
                    158,                  1.967,                 1.4624,                0.87902,                0.60786,                0.29508,                0.35128,                0.12231,                  2.601,                 2.7272,                0.91914,              0.0011118,              0.0011118,              0.0011118
                    159,                 1.9681,                  1.457,                0.85852,                0.45286,                0.34426,                 0.3322,                0.10167,                 2.5661,                 2.6809,                0.91271,              0.0011062,              0.0011062,              0.0011062
                    160,                 2.1084,                 1.6059,                0.87508,                0.56319,                0.27869,                0.31587,                 0.1143,                 2.6143,                 2.8392,                0.91847,              0.0011005,              0.0011005,              0.0011005
                    161,                 2.0011,                 1.6477,                0.85428,                0.52002,                0.22951,                 0.2597,                0.08763,                 2.8023,                 3.2988,                0.93788,              0.0010949,              0.0010949,              0.0010949
                    162,                 2.1118,                  1.655,                0.89562,                0.69884,                0.22951,                  0.272,                0.08215,                 2.9214,                 2.9715,                0.95369,              0.0010892,              0.0010892,              0.0010892
                    163,                 2.0632,                 1.6607,                 0.8943,                0.69254,                 0.2459,                0.24432,                0.07827,                   2.93,                 2.9505,                0.96023,              0.0010835,              0.0010835,              0.0010835
                    164,                 1.9246,                 1.4641,                0.87252,                0.65986,                0.28637,                0.29427,                0.08143,                 2.9412,                 3.0756,                0.95178,              0.0010779,              0.0010779,              0.0010779
                    165,                 1.8657,                   1.48,                0.87533,                0.28026,                0.19672,                0.14527,                0.05186,                 3.0079,                 3.2964,                0.96368,              0.0010722,              0.0010722,              0.0010722
                    166,                  2.171,                 1.8639,                0.87038,                0.34885,                0.15822,                0.15659,                0.04722,                 3.1374,                 2.9442,                0.98309,              0.0010666,              0.0010666,              0.0010666
                    167,                 2.0488,                 1.6435,                0.88809,                0.38139,                0.24264,                 0.2305,                0.08112,                 2.8915,                 2.7569,                0.95296,              0.0010609,              0.0010609,              0.0010609
                    168,                 1.9187,                 1.5364,                0.84854,                0.53494,                0.32787,                0.32235,                0.10784,                 2.7885,                 2.7525,                0.93962,              0.0010553,              0.0010553,              0.0010553
                    169,                 2.0516,                 1.4949,                0.88969,                0.47526,                0.36066,                0.35397,                0.09797,                 2.8407,                 2.8851,                 0.9533,              0.0010496,              0.0010496,              0.0010496
                    170,                 1.9321,                 1.4718,                0.87918,                0.44208,                0.34426,                0.32566,                0.09687,                 2.8455,                 2.4313,                0.95205,              0.0010439,              0.0010439,              0.0010439
                    171,                  2.018,                 1.4764,                0.88097,                0.36895,                 0.2459,                0.20168,                0.06012,                 2.8636,                 2.6094,                0.95229,              0.0010383,              0.0010383,              0.0010383
                    172,                 1.9697,                  1.419,                0.88745,                0.40611,                0.36066,                0.28625,                0.07242,                 2.8194,                 2.5277,                0.94363,              0.0010326,              0.0010326,              0.0010326
                    173,                 1.9206,                 1.5883,                0.86325,                0.29688,                0.31148,                0.26444,                0.06634,                 2.8269,                 2.6898,                0.94356,               0.001027,               0.001027,               0.001027
                    174,                 1.8222,                 1.3064,                0.88112,                 0.3304,                0.27869,                0.22429,                0.06068,                 2.7881,                 3.1187,                0.94374,              0.0010213,              0.0010213,              0.0010213
                    175,                 1.8816,                 1.3542,                0.88431,                0.55562,                0.36066,                0.36991,                0.11137,                 2.4994,                 3.1269,                0.91317,              0.0010157,              0.0010157,              0.0010157
                    176,                 1.8564,                 1.3358,                  0.865,                 0.5101,                0.36066,                0.38469,                0.11686,                 2.5668,                 2.9962,                 0.9237,                0.00101,                0.00101,                0.00101
                    177,                 1.8792,                 1.3079,                0.87545,                0.46701,                0.31148,                0.32197,                0.09835,                 2.7047,                 3.0391,                0.94425,              0.0010043,              0.0010043,              0.0010043
                    178,                 1.8366,                  1.438,                0.87782,                0.56923,                0.36066,                0.37361,                0.11489,                 2.6658,                 2.8322,                 0.9369,             0.00099869,             0.00099869,             0.00099869
                    179,                 2.1247,                 1.6133,                0.88327,                0.70845,                0.36066,                0.36595,                0.11534,                 2.6048,                 2.7463,                0.93616,             0.00099303,             0.00099303,             0.00099303
                    180,                 1.9524,                 1.4349,                0.85903,                0.29496,                0.27869,                0.18569,                0.05091,                 2.8742,                 2.8769,                0.96157,             0.00098737,             0.00098737,             0.00098737
                    181,                 2.1101,                 1.4269,                0.87214,                0.32066,                0.31148,                0.24092,                0.05901,                 2.7701,                 3.2505,                0.94999,             0.00098171,             0.00098171,             0.00098171
                    182,                 1.8626,                 1.4312,                0.87731,                0.69053,                0.32787,                0.37327,                0.11265,                 2.6129,                 2.3778,                0.93312,             0.00097606,             0.00097606,             0.00097606
                    183,                 1.9369,                 1.4682,                0.86957,                0.61976,                0.31148,                0.32957,                0.09688,                 2.6145,                  2.886,                0.92627,              0.0009704,              0.0009704,              0.0009704
                    184,                 1.9942,                 1.4832,                0.88941,                0.27611,                0.13115,                0.12619,                0.03964,                 2.8146,                  3.544,                 0.9463,             0.00096474,             0.00096474,             0.00096474
                    185,                 1.7212,                  1.455,                0.85702,                0.47838,                0.18033,                  0.248,                0.07777,                 2.5922,                 3.6557,                0.92772,             0.00095909,             0.00095909,             0.00095909
                    186,                 1.9307,                 1.4918,                0.86597,                0.63168,                0.32787,                0.38059,                0.13967,                  2.574,                 3.0384,                0.91985,             0.00095343,             0.00095343,             0.00095343
                    187,                 1.9438,                 1.4514,                0.86501,                0.66818,                0.34426,                0.38042,                0.13148,                 2.5941,                 2.8432,                0.92219,             0.00094777,             0.00094777,             0.00094777
                    188,                 1.9407,                 1.4546,                0.85457,                0.53935,                0.36066,                0.32207,                0.09844,                 2.5997,                 2.6569,                0.92934,             0.00094211,             0.00094211,             0.00094211
